NO_LAPORAN,TGL_LAPORAN,MO,MO_clean,MO_casefold,MO_normalized,MO_tokens,MO_stopwords,MO_tokens_stemmed,MO_final_text
LP/B/51/IV/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,18 April 2025,Pelaku mengambil sepeda motor Yamaha Mio yang diparkir di teras rumah korban.,Pelaku mengambil sepeda motor Yamaha Mio yang diparkir di teras rumah korban,pelaku mengambil sepeda motor yamaha mio yang diparkir di teras rumah korban,pelaku mengambil sepeda motor yamaha mio yang diparkir di teras rumah korban,"['pelaku', 'mengambil', 'sepeda', 'motor', 'yamaha', 'mio', 'yang', 'diparkir', 'di', 'teras', 'rumah', 'korban']","['pelaku', 'mengambil', 'sepeda', 'motor', 'yamaha', 'mio', 'diparkir', 'teras', 'rumah', 'korban']","['pelaku', 'ambil', 'sepeda', 'motor', 'yamaha', 'mio', 'parkir', 'teras', 'rumah', 'korban']",pelaku ambil sepeda motor yamaha mio parkir teras rumah korban
LP/B/55/IV/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,24 April 2025,Pelaku melakukan perusakan terhadap kaca ruko menggunakan ketapel dan batu dari jarak jauh pada malam hari untuk menghindari rekaman CCTV. Aksi dilakukan setelah terjadi perselisihan bisnis antara pelaku dan pemilik ruko.,Pelaku melakukan perusakan terhadap kaca ruko menggunakan ketapel dan batu dari jarak jauh pada malam hari untuk menghindari rekaman CCTV Aksi dilakukan setelah terjadi perselisihan bisnis antara pelaku dan pemilik ruko,pelaku melakukan perusakan terhadap kaca ruko menggunakan ketapel dan batu dari jarak jauh pada malam hari untuk menghindari rekaman cctv aksi dilakukan setelah terjadi perselisihan bisnis antara pelaku dan pemilik ruko,pelaku melakukan perusakan terhadap kaca ruko menggunakan ketapel dan batu dari jarak jauh pada malam hari untuk menghindari rekaman cctv aksi dilakukan setelah terjadi perselisihan bisnis antara pelaku dan pemilik ruko,"['pelaku', 'melakukan', 'perusakan', 'terhadap', 'kaca', 'ruko', 'menggunakan', 'ketapel', 'dan', 'batu', 'dari', 'jarak', 'jauh', 'pada', 'malam', 'hari', 'untuk', 'menghindari', 'rekaman', 'cctv', 'aksi', 'dilakukan', 'setelah', 'terjadi', 'perselisihan', 'bisnis', 'antara', 'pelaku', 'dan', 'pemilik', 'ruko']","['pelaku', 'perusakan', 'kaca', 'ruko', 'ketapel', 'batu', 'jarak', 'malam', 'menghindari', 'rekaman', 'cctv', 'aksi', 'perselisihan', 'bisnis', 'pelaku', 'pemilik', 'ruko']","['pelaku', 'perusakan', 'kaca', 'ruko', 'ketapel', 'batu', 'jarak', 'malam', 'hindar', 'rekam', 'cctv', 'aksi', 'selisih', 'bisnis', 'pelaku', 'pemilik', 'ruko']",pelaku perusakan kaca ruko ketapel batu jarak malam hindar rekam cctv aksi selisih bisnis pelaku pemilik ruko
LP/B/58/IV/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,29 April 2025,"Pelaku (Lidik) masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng, lalu mengambil Perhiasan emas seberat 3 gram di ruang tamu.",Pelaku Lidik masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng lalu mengambil Perhiasan emas seberat gram di ruang tamu,pelaku lidik masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng lalu mengambil perhiasan emas seberat gram di ruang tamu,pelaku lidik masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng lalu mengambil perhiasan emas seberat gram di ruang tamu,"['pelaku', 'lidik', 'masuk', 'ke', 'dalam', 'rumah', 'dengan', 'cara', 'mencongkel', 'jendela', 'samping', 'menggunakan', 'obeng', 'lalu', 'mengambil', 'perhiasan', 'emas', 'seberat', 'gram', 'di', 'ruang', 'tamu']","['pelaku', 'lidik', 'masuk', 'rumah', 'mencongkel', 'jendela', 'samping', 'obeng', 'mengambil', 'perhiasan', 'emas', 'seberat', 'gram', 'ruang', 'tamu']","['pelaku', 'lidik', 'masuk', 'rumah', 'congkel', 'jendela', 'samping', 'obeng', 'ambil', 'hias', 'emas', 'berat', 'gram', 'ruang', 'tamu']",pelaku lidik masuk rumah congkel jendela samping obeng ambil hias emas berat gram ruang tamu
LP/B/59/V/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,2 Mei 2025,"Pelaku berpura-pura menjadi pembeli dan mengirimkan bukti transfer palsu yang sudah diedit. Penjual yang tidak teliti langsung mengirim barang. Setelah dicek, dana tidak pernah masuk ke rekening.",Pelaku berpura pura menjadi pembeli dan mengirimkan bukti transfer palsu yang sudah diedit Penjual yang tidak teliti langsung mengirim barang Setelah dicek dana tidak pernah masuk ke rekening,pelaku berpura pura menjadi pembeli dan mengirimkan bukti transfer palsu yang sudah diedit penjual yang tidak teliti langsung mengirim barang setelah dicek dana tidak pernah masuk ke rekening,pelaku berpura pura menjadi pembeli dan mengirimkan bukti transfer palsu yang sudah diedit penjual yang tidak teliti langsung mengirim barang setelah dicek dana tidak pernah masuk ke rekening,"['pelaku', 'berpura', 'pura', 'menjadi', 'pembeli', 'dan', 'mengirimkan', 'bukti', 'transfer', 'palsu', 'yang', 'sudah', 'diedit', 'penjual', 'yang', 'tidak', 'teliti', 'langsung', 'mengirim', 'barang', 'setelah', 'dicek', 'dana', 'tidak', 'pernah', 'masuk', 'ke', 'rekening']","['pelaku', 'berpura', 'pura', 'pembeli', 'mengirimkan', 'bukti', 'transfer', 'palsu', 'diedit', 'penjual', 'teliti', 'langsung', 'mengirim', 'barang', 'dicek', 'dana', 'masuk', 'rekening']","['pelaku', 'pura', 'pura', 'pembeli', 'kirim', 'bukti', 'transfer', 'palsu', 'edit', 'penjual', 'teliti', 'langsung', 'kirim', 'barang', 'cek', 'dana', 'masuk', 'rekening']",pelaku pura pura pembeli kirim bukti transfer palsu edit penjual teliti langsung kirim barang cek dana masuk rekening
LP/B/63/V/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,15 Mei 2025,Pelaku mengaku sebagai pejabat daerah atau aparat penegak hukum dan meminta sejumlah uang dengan alasan bantuan sosial atau pengurusan kasus. Korban merasa takut atau segan sehingga langsung mentransfer dana.,Pelaku mengaku sebagai pejabat daerah atau aparat penegak hukum dan meminta sejumlah uang dengan alasan bantuan sosial atau pengurusan kasus Korban merasa takut atau segan sehingga langsung mentransfer dana,pelaku mengaku sebagai pejabat daerah atau aparat penegak hukum dan meminta sejumlah uang dengan alasan bantuan sosial atau pengurusan kasus korban merasa takut atau segan sehingga langsung mentransfer dana,pelaku mengaku sebagai pejabat daerah atau aparat penegak hukum dan meminta sejumlah uang dengan alasan bantuan sosial atau pengurusan kasus korban merasa takut atau segan sehingga langsung mentransfer dana,"['pelaku', 'mengaku', 'sebagai', 'pejabat', 'daerah', 'atau', 'aparat', 'penegak', 'hukum', 'dan', 'meminta', 'sejumlah', 'uang', 'dengan', 'alasan', 'bantuan', 'sosial', 'atau', 'pengurusan', 'kasus', 'korban', 'merasa', 'takut', 'atau', 'segan', 'sehingga', 'langsung', 'mentransfer', 'dana']","['pelaku', 'mengaku', 'pejabat', 'daerah', 'aparat', 'penegak', 'hukum', 'uang', 'alasan', 'bantuan', 'sosial', 'pengurusan', 'korban', 'takut', 'segan', 'langsung', 'mentransfer', 'dana']","['pelaku', 'aku', 'jabat', 'daerah', 'aparat', 'tegak', 'hukum', 'uang', 'alas', 'bantu', 'sosial', 'urus', 'korban', 'takut', 'segan', 'langsung', 'transfer', 'dana']",pelaku aku jabat daerah aparat tegak hukum uang alas bantu sosial urus korban takut segan langsung transfer dana
LP/B/67/V/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,22 Mei 2025,"Pelaku menawarkan paket umrah dengan harga jauh di bawah standar. Korban diminta melunasi pembayaran sebelum keberangkatan. Mendekati jadwal berangkat, kantor travel tutup dan tidak ada keberangkatan.",Pelaku menawarkan paket umrah dengan harga jauh di bawah standar Korban diminta melunasi pembayaran sebelum keberangkatan Mendekati jadwal berangkat kantor travel tutup dan tidak ada keberangkatan,pelaku menawarkan paket umrah dengan harga jauh di bawah standar korban diminta melunasi pembayaran sebelum keberangkatan mendekati jadwal berangkat kantor travel tutup dan tidak ada keberangkatan,pelaku menawarkan paket umrah dengan harga jauh di bawah standar korban diminta melunasi pembayaran sebelum keberangkatan mendekati jadwal berangkat kantor travel tutup dan tidak ada keberangkatan,"['pelaku', 'menawarkan', 'paket', 'umrah', 'dengan', 'harga', 'jauh', 'di', 'bawah', 'standar', 'korban', 'diminta', 'melunasi', 'pembayaran', 'sebelum', 'keberangkatan', 'mendekati', 'jadwal', 'berangkat', 'kantor', 'travel', 'tutup', 'dan', 'tidak', 'ada', 'keberangkatan']","['pelaku', 'menawarkan', 'paket', 'umrah', 'harga', 'standar', 'korban', 'melunasi', 'pembayaran', 'keberangkatan', 'mendekati', 'jadwal', 'berangkat', 'kantor', 'travel', 'tutup', 'keberangkatan']","['pelaku', 'tawar', 'paket', 'umrah', 'harga', 'standar', 'korban', 'lunas', 'bayar', 'berangkat', 'dekat', 'jadwal', 'berangkat', 'kantor', 'travel', 'tutup', 'berangkat']",pelaku tawar paket umrah harga standar korban lunas bayar berangkat dekat jadwal berangkat kantor travel tutup berangkat
LP/B/68/V/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,23 Mei 2025,Pelaku merusak gerbang sekolah dengan mencoret dan mematahkan kunci gembok karena tidak terima ditegur oleh petugas keamanan.,Pelaku merusak gerbang sekolah dengan mencoret dan mematahkan kunci gembok karena tidak terima ditegur oleh petugas keamanan,pelaku merusak gerbang sekolah dengan mencoret dan mematahkan kunci gembok karena tidak terima ditegur oleh petugas keamanan,pelaku merusak gerbang sekolah dengan mencoret dan mematahkan kunci gembok karena tidak terima ditegur oleh petugas keamanan,"['pelaku', 'merusak', 'gerbang', 'sekolah', 'dengan', 'mencoret', 'dan', 'mematahkan', 'kunci', 'gembok', 'karena', 'tidak', 'terima', 'ditegur', 'oleh', 'petugas', 'keamanan']","['pelaku', 'merusak', 'gerbang', 'sekolah', 'mencoret', 'mematahkan', 'kunci', 'gembok', 'terima', 'ditegur', 'petugas', 'keamanan']","['pelaku', 'rusak', 'gerbang', 'sekolah', 'coret', 'patah', 'kunci', 'gembok', 'terima', 'tegur', 'petugas', 'aman']",pelaku rusak gerbang sekolah coret patah kunci gembok terima tegur petugas aman
LP/B/69/V/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,26 Mei 2025,"Pelaku masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng, lalu mengambil Uang tunai Rp 2.000.000 di ruang tamu.",Pelaku masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng lalu mengambil Uang tunai Rp di ruang tamu,pelaku masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng lalu mengambil uang tunai rp di ruang tamu,pelaku masuk ke dalam rumah dengan cara mencongkel jendela samping menggunakan obeng lalu mengambil uang tunai rupiah di ruang tamu,"['pelaku', 'masuk', 'ke', 'dalam', 'rumah', 'dengan', 'cara', 'mencongkel', 'jendela', 'samping', 'menggunakan', 'obeng', 'lalu', 'mengambil', 'uang', 'tunai', 'rupiah', 'di', 'ruang', 'tamu']","['pelaku', 'masuk', 'rumah', 'mencongkel', 'jendela', 'samping', 'obeng', 'mengambil', 'uang', 'tunai', 'rupiah', 'ruang', 'tamu']","['pelaku', 'masuk', 'rumah', 'congkel', 'jendela', 'samping', 'obeng', 'ambil', 'uang', 'tunai', 'rupiah', 'ruang', 'tamu']",pelaku masuk rumah congkel jendela samping obeng ambil uang tunai rupiah ruang tamu
LP/B/72/VI/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,3 Juni 2025,Pelaku menyebarkan informasi palsu mengenai penggalangan dana bencana. Rekening pribadi digunakan sebagai penampung dana. Uang yang terkumpul dipakai untuk kepentingan pribadi.,Pelaku menyebarkan informasi palsu mengenai penggalangan dana bencana Rekening pribadi digunakan sebagai penampung dana Uang yang terkumpul dipakai untuk kepentingan pribadi,pelaku menyebarkan informasi palsu mengenai penggalangan dana bencana rekening pribadi digunakan sebagai penampung dana uang yang terkumpul dipakai untuk kepentingan pribadi,pelaku menyebarkan informasi palsu mengenai penggalangan dana bencana rekening pribadi digunakan sebagai penampung dana uang yang terkumpul dipakai untuk kepentingan pribadi,"['pelaku', 'menyebarkan', 'informasi', 'palsu', 'mengenai', 'penggalangan', 'dana', 'bencana', 'rekening', 'pribadi', 'digunakan', 'sebagai', 'penampung', 'dana', 'uang', 'yang', 'terkumpul', 'dipakai', 'untuk', 'kepentingan', 'pribadi']","['pelaku', 'menyebarkan', 'informasi', 'palsu', 'penggalangan', 'dana', 'bencana', 'rekening', 'pribadi', 'penampung', 'dana', 'uang', 'terkumpul', 'dipakai', 'kepentingan', 'pribadi']","['pelaku', 'sebar', 'informasi', 'palsu', 'galang', 'dana', 'bencana', 'rekening', 'pribadi', 'tampung', 'dana', 'uang', 'kumpul', 'pakai', 'penting', 'pribadi']",pelaku sebar informasi palsu galang dana bencana rekening pribadi tampung dana uang kumpul pakai penting pribadi
LP/B/81/VI/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,17 Juni 2025,Pelaku marah karena korban memarkir kendaraan di depan rumahnya. Pelaku kemudian menarik korban keluar dari kendaraan dan melakukan pemukulan.,Pelaku marah karena korban memarkir kendaraan di depan rumahnya Pelaku kemudian menarik korban keluar dari kendaraan dan melakukan pemukulan,pelaku marah karena korban memarkir kendaraan di depan rumahnya pelaku kemudian menarik korban keluar dari kendaraan dan melakukan pemukulan,pelaku marah karena korban memarkir kendaraan di depan rumahnya pelaku kemudian menarik korban keluar dari kendaraan dan melakukan pemukulan,"['pelaku', 'marah', 'karena', 'korban', 'memarkir', 'kendaraan', 'di', 'depan', 'rumahnya', 'pelaku', 'kemudian', 'menarik', 'korban', 'keluar', 'dari', 'kendaraan', 'dan', 'melakukan', 'pemukulan']","['pelaku', 'marah', 'korban', 'memarkir', 'kendaraan', 'rumahnya', 'pelaku', 'menarik', 'korban', 'kendaraan', 'pemukulan']","['pelaku', 'marah', 'korban', 'parkir', 'kendara', 'rumah', 'pelaku', 'tarik', 'korban', 'kendara', 'pukul']",pelaku marah korban parkir kendara rumah pelaku tarik korban kendara pukul
LP/B/82/VI/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,19 Juni 2025,Pelaku merusak kandang ayam milik korban dengan membongkar kayu penyangga akibat kotoran ayamnya ke halaman pelaku.,Pelaku merusak kandang ayam milik korban dengan membongkar kayu penyangga akibat kotoran ayamnya ke halaman pelaku,pelaku merusak kandang ayam milik korban dengan membongkar kayu penyangga akibat kotoran ayamnya ke halaman pelaku,pelaku merusak kandang ayam milik korban dengan membongkar kayu penyangga akibat kotoran ayamnya ke halaman pelaku,"['pelaku', 'merusak', 'kandang', 'ayam', 'milik', 'korban', 'dengan', 'membongkar', 'kayu', 'penyangga', 'akibat', 'kotoran', 'ayamnya', 'ke', 'halaman', 'pelaku']","['pelaku', 'merusak', 'kandang', 'ayam', 'milik', 'korban', 'membongkar', 'kayu', 'penyangga', 'akibat', 'kotoran', 'ayamnya', 'halaman', 'pelaku']","['pelaku', 'rusak', 'kandang', 'ayam', 'milik', 'korban', 'bongkar', 'kayu', 'sangga', 'akibat', 'kotor', 'ayam', 'halaman', 'pelaku']",pelaku rusak kandang ayam milik korban bongkar kayu sangga akibat kotor ayam halaman pelaku
LP/B/83/VI/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,22 Juni 2025,"Pelaku melihat korban berbicara dengan pasangannya. Tanpa klarifikasi, pelaku langsung menyerang korban dengan meninju dan menendang di tempat umum akibat terbakar rasa cemburu.",Pelaku melihat korban berbicara dengan pasangannya Tanpa klarifikasi pelaku langsung menyerang korban dengan meninju dan menendang di tempat umum akibat terbakar rasa cemburu,pelaku melihat korban berbicara dengan pasangannya tanpa klarifikasi pelaku langsung menyerang korban dengan meninju dan menendang di tempat umum akibat terbakar rasa cemburu,pelaku melihat korban berbicara dengan pasangannya tanpa klarifikasi pelaku langsung menyerang korban dengan meninju dan menendang di tempat umum akibat terbakar rasa cemburu,"['pelaku', 'melihat', 'korban', 'berbicara', 'dengan', 'pasangannya', 'tanpa', 'klarifikasi', 'pelaku', 'langsung', 'menyerang', 'korban', 'dengan', 'meninju', 'dan', 'menendang', 'di', 'tempat', 'umum', 'akibat', 'terbakar', 'rasa', 'cemburu']","['pelaku', 'korban', 'berbicara', 'pasangannya', 'klarifikasi', 'pelaku', 'langsung', 'menyerang', 'korban', 'meninju', 'menendang', 'akibat', 'terbakar', 'cemburu']","['pelaku', 'korban', 'bicara', 'pasang', 'klarifikasi', 'pelaku', 'langsung', 'serang', 'korban', 'tinju', 'tendang', 'akibat', 'bakar', 'cemburu']",pelaku korban bicara pasang klarifikasi pelaku langsung serang korban tinju tendang akibat bakar cemburu
LP/B/84/VI/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,26 Juni 2025,Pelaku merusak sound system milik korban dengan menjatuhkannya akibat kesal karena menyetel musik dengan keras.,Pelaku merusak sound system milik korban dengan menjatuhkannya akibat kesal karena menyetel musik dengan keras,pelaku merusak sound system milik korban dengan menjatuhkannya akibat kesal karena menyetel musik dengan keras,pelaku merusak sound system milik korban dengan menjatuhkannya akibat kesal karena menyetel musik dengan keras,"['pelaku', 'merusak', 'sound', 'system', 'milik', 'korban', 'dengan', 'menjatuhkannya', 'akibat', 'kesal', 'karena', 'menyetel', 'musik', 'dengan', 'keras']","['pelaku', 'merusak', 'sound', 'system', 'milik', 'korban', 'menjatuhkannya', 'akibat', 'kesal', 'menyetel', 'musik', 'keras']","['pelaku', 'rusak', 'sound', 'system', 'milik', 'korban', 'jatuh', 'akibat', 'kesal', 'setel', 'musik', 'keras']",pelaku rusak sound system milik korban jatuh akibat kesal setel musik keras
LP/B/85/VI/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,27 Juni 2025,"Pelaku menjual kendaraan dengan harga murah disertai dokumen palsu. Setelah transaksi, korban mengetahui kendaraan tersebut bermasalah atau hasil kejahatan.",Pelaku menjual kendaraan dengan harga murah disertai dokumen palsu Setelah transaksi korban mengetahui kendaraan tersebut bermasalah atau hasil kejahatan,pelaku menjual kendaraan dengan harga murah disertai dokumen palsu setelah transaksi korban mengetahui kendaraan tersebut bermasalah atau hasil kejahatan,pelaku menjual kendaraan dengan harga murah disertai dokumen palsu setelah transaksi korban mengetahui kendaraan tersebut bermasalah atau hasil kejahatan,"['pelaku', 'menjual', 'kendaraan', 'dengan', 'harga', 'murah', 'disertai', 'dokumen', 'palsu', 'setelah', 'transaksi', 'korban', 'mengetahui', 'kendaraan', 'tersebut', 'bermasalah', 'atau', 'hasil', 'kejahatan']","['pelaku', 'menjual', 'kendaraan', 'harga', 'murah', 'disertai', 'dokumen', 'palsu', 'transaksi', 'korban', 'kendaraan', 'bermasalah', 'hasil', 'kejahatan']","['pelaku', 'jual', 'kendara', 'harga', 'murah', 'serta', 'dokumen', 'palsu', 'transaksi', 'korban', 'kendara', 'masalah', 'hasil', 'jahat']",pelaku jual kendara harga murah serta dokumen palsu transaksi korban kendara masalah hasil jahat
LP/B/86/VII/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,2 Juli 2025,Pelaku (Lidik) mengambil 2 buah tabung gas 3kg milik korban yang tersimpan di dalam rumah.,Pelaku Lidik mengambil buah tabung gas kg milik korban yang tersimpan di dalam rumah,pelaku lidik mengambil buah tabung gas kg milik korban yang tersimpan di dalam rumah,pelaku lidik mengambil buah tabung gas kilo milik korban yang tersimpan di dalam rumah,"['pelaku', 'lidik', 'mengambil', 'buah', 'tabung', 'gas', 'kilo', 'milik', 'korban', 'yang', 'tersimpan', 'di', 'dalam', 'rumah']","['pelaku', 'lidik', 'mengambil', 'buah', 'tabung', 'gas', 'kilo', 'milik', 'korban', 'tersimpan', 'rumah']","['pelaku', 'lidik', 'ambil', 'buah', 'tabung', 'gas', 'kilo', 'milik', 'korban', 'simpan', 'rumah']",pelaku lidik ambil buah tabung gas kilo milik korban simpan rumah
LP/B/87/VII/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,3 Juli 2025,"Pelaku menawarkan jasa pengerjaan skripsi dengan jaminan selesai cepat. Setelah pembayaran dilakukan, hasil tidak dikirim dan pelaku menghilang.",Pelaku menawarkan jasa pengerjaan skripsi dengan jaminan selesai cepat Setelah pembayaran dilakukan hasil tidak dikirim dan pelaku menghilang,pelaku menawarkan jasa pengerjaan skripsi dengan jaminan selesai cepat setelah pembayaran dilakukan hasil tidak dikirim dan pelaku menghilang,pelaku menawarkan jasa pengerjaan skripsi dengan jaminan selesai cepat setelah pembayaran dilakukan hasil tidak dikirim dan pelaku menghilang,"['pelaku', 'menawarkan', 'jasa', 'pengerjaan', 'skripsi', 'dengan', 'jaminan', 'selesai', 'cepat', 'setelah', 'pembayaran', 'dilakukan', 'hasil', 'tidak', 'dikirim', 'dan', 'pelaku', 'menghilang']","['pelaku', 'menawarkan', 'jasa', 'pengerjaan', 'skripsi', 'jaminan', 'selesai', 'cepat', 'pembayaran', 'hasil', 'dikirim', 'pelaku', 'menghilang']","['pelaku', 'tawar', 'jasa', 'kerja', 'skripsi', 'jamin', 'selesai', 'cepat', 'bayar', 'hasil', 'kirim', 'pelaku', 'hilang']",pelaku tawar jasa kerja skripsi jamin selesai cepat bayar hasil kirim pelaku hilang
LP/B/93/VII/2025/Kalbar/Res Mpw/Sek Sui Pinyuh,14 Juli 2025,"Pelaku menuduh korban mencuri barangnya. Tanpa bukti, pelaku memukul korban sebelum masalah diklarifikasi.",Pelaku menuduh korban mencuri barangnya Tanpa bukti pelaku memukul korban sebelum masalah diklarifikasi,pelaku menuduh korban mencuri barangnya tanpa bukti pelaku memukul korban sebelum masalah diklarifikasi,pelaku menuduh korban mencuri barangnya tanpa bukti pelaku memukul korban sebelum masalah diklarifikasi,"['pelaku', 'menuduh', 'korban', 'mencuri', 'barangnya', 'tanpa', 'bukti', 'pelaku', 'memukul', 'korban', 'sebelum', 'masalah', 'diklarifikasi']","['pelaku', 'menuduh', 'korban', 'mencuri', 'barangnya', 'bukti', 'pelaku', 'memukul', 'korban', 'diklarifikasi']","['pelaku', 'tuduh', 'korban', 'curi', 'barang', 'bukti', 'pelaku', 'pukul', 'korban', 'klarifikasi']",pelaku tuduh korban curi barang bukti pelaku pukul korban klarifikasi
LP/B/94/VII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,17 Juli 2025,Pelaku mencuri mobil dengan cara mengambil kunci mobil yang tersimpan diatas telivisi (TV) milik pelapor,Pelaku mencuri mobil dengan cara mengambil kunci mobil yang tersimpan diatas telivisi TV milik pelapor,pelaku mencuri mobil dengan cara mengambil kunci mobil yang tersimpan diatas telivisi tv milik pelapor,pelaku mencuri mobil dengan cara mengambil kunci mobil yang tersimpan diatas telivisi tv milik pelapor,"['pelaku', 'mencuri', 'mobil', 'dengan', 'cara', 'mengambil', 'kunci', 'mobil', 'yang', 'tersimpan', 'diatas', 'telivisi', 'tv', 'milik', 'pelapor']","['pelaku', 'mencuri', 'mobil', 'mengambil', 'kunci', 'mobil', 'tersimpan', 'diatas', 'telivisi', 'milik', 'pelapor']","['pelaku', 'curi', 'mobil', 'ambil', 'kunci', 'mobil', 'simpan', 'atas', 'telivisi', 'milik', 'lapor']",pelaku curi mobil ambil kunci mobil simpan atas telivisi milik lapor
LP/B/95/VII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,08 Juli 2025,Pelaku berpura pura membeli rokok di toko sembako milik pelapor dan mengambil toples yang berisi uang milik pelapor,Pelaku berpura pura membeli rokok di toko sembako milik pelapor dan mengambil toples yang berisi uang milik pelapor,pelaku berpura pura membeli rokok di toko sembako milik pelapor dan mengambil toples yang berisi uang milik pelapor,pelaku berpura pura membeli rokok di toko sembako milik pelapor dan mengambil toples yang berisi uang milik pelapor,"['pelaku', 'berpura', 'pura', 'membeli', 'rokok', 'di', 'toko', 'sembako', 'milik', 'pelapor', 'dan', 'mengambil', 'toples', 'yang', 'berisi', 'uang', 'milik', 'pelapor']","['pelaku', 'berpura', 'pura', 'membeli', 'rokok', 'toko', 'sembako', 'milik', 'pelapor', 'mengambil', 'toples', 'berisi', 'uang', 'milik', 'pelapor']","['pelaku', 'pura', 'pura', 'beli', 'rokok', 'toko', 'sembako', 'milik', 'lapor', 'ambil', 'toples', 'isi', 'uang', 'milik', 'lapor']",pelaku pura pura beli rokok toko sembako milik lapor ambil toples isi uang milik lapor
LP/B/96/VII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,18 Juli 2025,pelaku melakukan penganiayaan dengan memukul dan menggunakan Helm terhadap pelapor,pelaku melakukan penganiayaan dengan memukul dan menggunakan Helm terhadap pelapor,pelaku melakukan penganiayaan dengan memukul dan menggunakan helm terhadap pelapor,pelaku melakukan penganiayaan dengan memukul dan menggunakan helm terhadap pelapor,"['pelaku', 'melakukan', 'penganiayaan', 'dengan', 'memukul', 'dan', 'menggunakan', 'helm', 'terhadap', 'pelapor']","['pelaku', 'penganiayaan', 'memukul', 'helm', 'pelapor']","['pelaku', 'aniaya', 'pukul', 'helm', 'lapor']",pelaku aniaya pukul helm lapor
LP/B/97/VII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,19 Juli 2025,"Pelaku merusak kunci stang motor menggunakan kunci T saat motor diparkir di Pasar Sungai Pinyuh RT 20/RW 02, Sungai Rasau, Kec. Sungai Pinyuh, Kab. Mempawah, lalu membawanya kabur.",Pelaku merusak kunci stang motor menggunakan kunci T saat motor diparkir di Pasar Sungai Pinyuh RT RW Sungai Rasau Kec Sungai Pinyuh Kab Mempawah lalu membawanya kabur,pelaku merusak kunci stang motor menggunakan kunci t saat motor diparkir di pasar sungai pinyuh rt rw sungai rasau kec sungai pinyuh kab mempawah lalu membawanya kabur,pelaku merusak kunci stang motor menggunakan kunci t saat motor diparkir di pasar sungai pinyuh rukun tetangga rukun warga sungai rasau kecamatan sungai pinyuh kabupaten mempawah lalu membawanya kabur,"['pelaku', 'merusak', 'kunci', 'stang', 'motor', 'menggunakan', 'kunci', 't', 'saat', 'motor', 'diparkir', 'di', 'pasar', 'sungai', 'pinyuh', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'rasau', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'lalu', 'membawanya', 'kabur']","['pelaku', 'merusak', 'kunci', 'stang', 'motor', 'kunci', 'motor', 'diparkir', 'pasar', 'sungai', 'pinyuh', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'rasau', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'membawanya', 'kabur']","['pelaku', 'rusak', 'kunci', 'stang', 'motor', 'kunci', 'motor', 'parkir', 'pasar', 'sungai', 'pinyuh', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'rasau', 'camat', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'bawa', 'kabur']",pelaku rusak kunci stang motor kunci motor parkir pasar sungai pinyuh rukun tetangga rukun warga sungai rasau camat sungai pinyuh kabupaten mempawah bawa kabur
